Year,HBR,HBRQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDeaths,NumberOfDeathsQF,CrudeRate,CrudeRateQF,EASR
2014,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2014,S92000003,d,45-64 years,,Males,,Heart Failure,9,,1.254469046,,1.280925959
2014,S92000003,d,45-64 years,,Females,,Heart Failure,5,,0.661952681,,0.695158997
2014,S92000003,d,65-74 years,,Males,,Heart Failure,18,,7.091500049,,7.322797004
2014,S92000003,d,65-74 years,,Females,,Heart Failure,11,,3.909206893,,4.080893179
2014,S92000003,d,75plus years,,Males,,Heart Failure,124,,71.61420733,,86.32844569
2014,S92000003,d,75plus years,,Females,,Heart Failure,218,,83.81778475,,81.3958664
2015,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000015,,0-44 years,,Females,,Heart Failure,1,,1.080497029,,1.276133389
2015,S08000015,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000015,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000015,,65-74 years,,Males,,Heart Failure,2,,9.457159069,,9.595774065
2015,S08000015,,65-74 years,,Females,,Heart Failure,1,,4.255138079,,4.604433148
2015,S08000015,,75plus years,,Males,,Heart Failure,9,,63.2777895,,76.49746523
2015,S08000015,,75plus years,,Females,,Heart Failure,15,,74.12898443,,73.09331024
2015,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,65-74 years,,Males,,Heart Failure,1,,13.62769147,,12.17312396
2015,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000016,,75plus years,,Males,,Heart Failure,2,,40.46944557,,39.19529659
2015,S08000016,,75plus years,,Females,,Heart Failure,10,,148.9203276,,146.9857564
2015,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000017,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000017,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000017,,75plus years,,Males,,Heart Failure,3,,42.83266705,,50.86340899
2015,S08000017,,75plus years,,Females,,Heart Failure,6,,65.81112208,,67.73207761
2015,S08000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000019,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000019,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000019,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000019,,75plus years,,Males,,Heart Failure,8,,81.50789608,,91.40769674
2015,S08000019,,75plus years,,Females,,Heart Failure,4,,28.41716397,,28.89871809
2015,S08000020,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000020,,65-74 years,,Males,,Heart Failure,2,,7.352400559,,7.597223347
2015,S08000020,,65-74 years,,Females,,Heart Failure,2,,6.925687374,,7.043658988
2015,S08000020,,75plus years,,Males,,Heart Failure,11,,60.10272101,,76.40390455
2015,S08000020,,75plus years,,Females,,Heart Failure,16,,61.1995104,,57.61162213
2015,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000022,,0-44 years,,Females,,Heart Failure,1,,1.315841415,,1.2501652
2015,S08000022,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000022,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000022,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000022,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000022,,75plus years,,Males,,Heart Failure,8,,63.34626653,,86.33175894
2015,S08000022,,75plus years,,Females,,Heart Failure,16,,89.71627229,,86.18244102
2015,S08000024,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000024,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000024,,45-64 years,,Females,,Heart Failure,2,,1.777572369,,1.945146859
2015,S08000024,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000024,,65-74 years,,Females,,Heart Failure,1,,2.473655568,,2.759884526
2015,S08000024,,75plus years,,Males,,Heart Failure,20,,80.14104824,,98.20563544
2015,S08000024,,75plus years,,Females,,Heart Failure,31,,83.02533612,,77.73033239
2015,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000025,,75plus years,,Males,,Heart Failure,,c,,c,111.8568233
2015,S08000025,,75plus years,,Females,,Heart Failure,0,,0,,0
2015,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000026,,75plus years,,Males,,Heart Failure,0,,0,,0
2015,S08000026,,75plus years,,Females,,Heart Failure,,c,,c,86.80555556
2015,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2015,S08000028,,75plus years,,Males,,Heart Failure,0,,0,,0
2015,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,97.08655542
2015,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2015,S08000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000029,,65-74 years,,Males,,Heart Failure,1,,5.082333808,,4.581958746
2015,S08000029,,65-74 years,,Females,,Heart Failure,1,,4.658529768,,4.280188951
2015,S08000029,,75plus years,,Males,,Heart Failure,5,,38.95294484,,37.96710021
2015,S08000029,,75plus years,,Females,,Heart Failure,19,,103.3507398,,101.2122177
2015,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000030,,45-64 years,,Males,,Heart Failure,1,,1.811955281,,1.755272399
2015,S08000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000030,,65-74 years,,Males,,Heart Failure,1,,4.596221906,,5.289829773
2015,S08000030,,65-74 years,,Females,,Heart Failure,2,,8.336807003,,8.435176384
2015,S08000030,,75plus years,,Males,,Heart Failure,17,,105.1980198,,124.6051605
2015,S08000030,,75plus years,,Females,,Heart Failure,22,,94.48548359,,86.97242299
2015,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000031,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000031,,45-64 years,,Males,,Heart Failure,4,,2.711919564,,2.842890337
2015,S08000031,,45-64 years,,Females,,Heart Failure,2,,1.247084939,,1.310907642
2015,S08000031,,65-74 years,,Males,,Heart Failure,2,,4.237288136,,4.316922911
2015,S08000031,,65-74 years,,Females,,Heart Failure,4,,7.431214818,,8.01937481
2015,S08000031,,75plus years,,Males,,Heart Failure,12,,36.29764065,,40.01618393
2015,S08000031,,75plus years,,Females,,Heart Failure,44,,80.9299588,,78.6473562
2015,S08000032,,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S08000032,,0-44 years,,Females,,Heart Failure,0,,0,,0
2015,S08000032,,45-64 years,,Males,,Heart Failure,1,,1.105570972,,1.206003485
2015,S08000032,,45-64 years,,Females,,Heart Failure,0,,0,,0
2015,S08000032,,65-74 years,,Males,,Heart Failure,0,,0,,0
2015,S08000032,,65-74 years,,Females,,Heart Failure,2,,5.817504872,,6.30924778
2015,S08000032,,75plus years,,Males,,Heart Failure,15,,77.22405272,,111.0399184
2015,S08000032,,75plus years,,Females,,Heart Failure,17,,56.74800547,,56.24271124
2015,S92000003,d,0-44 years,,Males,,Heart Failure,0,,0,,0
2015,S92000003,d,0-44 years,,Females,,Heart Failure,2,,0.137514697,,0.151838475
2015,S92000003,d,45-64 years,,Males,,Heart Failure,6,,0.833211823,,0.850711348
2015,S92000003,d,45-64 years,,Females,,Heart Failure,4,,0.52574577,,0.546677816
2015,S92000003,d,65-74 years,,Males,,Heart Failure,9,,3.469424731,,3.493835768
2015,S92000003,d,65-74 years,,Females,,Heart Failure,13,,4.547489786,,4.800988261
2015,S92000003,d,75plus years,,Males,,Heart Failure,111,,62.97086321,,76.98810181
2015,S92000003,d,75plus years,,Females,,Heart Failure,203,,77.64539387,,75.5828142
2016,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000015,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000015,,45-64 years,,Males,,Heart Failure,3,,5.79094682,,5.71823264
2016,S08000015,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000015,,65-74 years,,Males,,Heart Failure,1,,4.627915587,,5.104957935
2016,S08000015,,65-74 years,,Females,,Heart Failure,2,,8.382229673,,8.981336782
2016,S08000015,,75plus years,,Males,,Heart Failure,6,,41.41930139,,52.1933433
2016,S08000015,,75plus years,,Females,,Heart Failure,12,,58.68831613,,57.25287103
2016,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000016,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000016,,75plus years,,Males,,Heart Failure,2,,39.88831272,,55.07143823
2016,S08000016,,75plus years,,Females,,Heart Failure,8,,118.0289171,,115.508212
2016,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000017,,65-74 years,,Males,,Heart Failure,1,,10.0040016,,9.249682568
2016,S08000017,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000017,,75plus years,,Males,,Heart Failure,5,,69.76419701,,76.32932485
2016,S08000017,,75plus years,,Females,,Heart Failure,7,,75.44729468,,74.42974902
2016,S08000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000019,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000019,,65-74 years,,Males,,Heart Failure,1,,6.505757595,,5.824636093
2016,S08000019,,65-74 years,,Females,,Heart Failure,2,,11.87718986,,13.00533869
2016,S08000019,,75plus years,,Males,,Heart Failure,0,,0,,0
2016,S08000019,,75plus years,,Females,,Heart Failure,6,,42.18222722,,41.76288464
2016,S08000020,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000020,,65-74 years,,Males,,Heart Failure,3,,10.7342207,,10.50710991
2016,S08000020,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000020,,75plus years,,Males,,Heart Failure,15,,80.86689309,,94.70039881
2016,S08000020,,75plus years,,Females,,Heart Failure,22,,83.66927816,,81.07600416
2016,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000022,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000022,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000022,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000022,,65-74 years,,Males,,Heart Failure,1,,5.011777678,,4.610999329
2016,S08000022,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000022,,75plus years,,Males,,Heart Failure,8,,62.66645778,,78.11953226
2016,S08000022,,75plus years,,Females,,Heart Failure,15,,83.04268394,,79.66161104
2016,S08000024,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000024,,45-64 years,,Males,,Heart Failure,2,,1.820432535,,1.920302597
2016,S08000024,,45-64 years,,Females,,Heart Failure,2,,1.755494698,,1.932693934
2016,S08000024,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000024,,65-74 years,,Females,,Heart Failure,2,,4.830334501,,4.892667297
2016,S08000024,,75plus years,,Males,,Heart Failure,14,,55.05741702,,68.34883945
2016,S08000024,,75plus years,,Females,,Heart Failure,26,,68.94905725,,65.88880165
2016,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000025,,75plus years,,Males,,Heart Failure,,c,,c,445.0536433
2016,S08000025,,75plus years,,Females,,Heart Failure,,c,,c,159.0222404
2016,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000026,,45-64 years,,Females,,Heart Failure,,c,,c,31.60863645
2016,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000026,,75plus years,,Males,,Heart Failure,,c,,c,119.7318008
2016,S08000026,,75plus years,,Females,,Heart Failure,,c,,c,177.0723104
2016,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000028,,75plus years,,Males,,Heart Failure,0,,0,,0
2016,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,46.2962963
2016,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000029,,45-64 years,,Females,,Heart Failure,1,,1.874976563,,1.927593175
2016,S08000029,,65-74 years,,Males,,Heart Failure,0,,0,,0
2016,S08000029,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000029,,75plus years,,Males,,Heart Failure,5,,38.22337742,,43.93811487
2016,S08000029,,75plus years,,Females,,Heart Failure,15,,81.2479688,,81.07152043
2016,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000030,,45-64 years,,Males,,Heart Failure,0,,0,,0
2016,S08000030,,45-64 years,,Females,,Heart Failure,2,,3.435186617,,3.330040671
2016,S08000030,,65-74 years,,Males,,Heart Failure,1,,4.495594318,,5.074493566
2016,S08000030,,65-74 years,,Females,,Heart Failure,1,,4.095507229,,4.457043019
2016,S08000030,,75plus years,,Males,,Heart Failure,12,,73.32722273,,92.58233837
2016,S08000030,,75plus years,,Females,,Heart Failure,19,,81.39136395,,73.18638271
2016,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000031,,0-44 years,,Females,,Heart Failure,0,,0,,0
2016,S08000031,,45-64 years,,Males,,Heart Failure,1,,0.674777492,,0.641283153
2016,S08000031,,45-64 years,,Females,,Heart Failure,3,,1.852423588,,1.779511359
2016,S08000031,,65-74 years,,Males,,Heart Failure,3,,6.222259095,,5.634986092
2016,S08000031,,65-74 years,,Females,,Heart Failure,2,,3.664413053,,3.701046234
2016,S08000031,,75plus years,,Males,,Heart Failure,20,,59.90534955,,75.07099178
2016,S08000031,,75plus years,,Females,,Heart Failure,31,,56.99157995,,54.57632487
2016,S08000032,,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S08000032,,0-44 years,,Females,,Heart Failure,1,,0.56806885,,0.584127747
2016,S08000032,,45-64 years,,Males,,Heart Failure,3,,3.28630269,,3.238217983
2016,S08000032,,45-64 years,,Females,,Heart Failure,0,,0,,0
2016,S08000032,,65-74 years,,Males,,Heart Failure,2,,6.450156416,,7.265092321
2016,S08000032,,65-74 years,,Females,,Heart Failure,0,,0,,0
2016,S08000032,,75plus years,,Males,,Heart Failure,14,,70.7749861,,87.27547755
2016,S08000032,,75plus years,,Females,,Heart Failure,12,,39.68516436,,41.54414627
2016,S92000003,d,0-44 years,,Males,,Heart Failure,0,,0,,0
2016,S92000003,d,0-44 years,,Females,,Heart Failure,1,,0.068710577,,0.075056673
2016,S92000003,d,45-64 years,,Males,,Heart Failure,9,,1.243104225,,1.242807655
2016,S92000003,d,45-64 years,,Females,,Heart Failure,9,,1.172911989,,1.178301058
2016,S92000003,d,65-74 years,,Males,,Heart Failure,13,,4.899448247,,4.858878675
2016,S92000003,d,65-74 years,,Females,,Heart Failure,9,,3.090585048,,3.260145727
2016,S92000003,d,75plus years,,Males,,Heart Failure,105,,58.65266451,,72.68188725
2016,S92000003,d,75plus years,,Females,,Heart Failure,178,,67.60631853,,65.7401903
2017,S08000015,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000015,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000015,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000015,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000015,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000015,,65-74 years,,Females,,Heart Failure,1,,4.145765101,,4.131315749
2017,S08000015,,75plus years,,Males,,Heart Failure,8,,54.28144931,,63.67081424
2017,S08000015,,75plus years,,Females,,Heart Failure,12,,57.78398421,,56.84390851
2017,S08000016,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000016,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000016,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000016,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000016,,65-74 years,,Males,,Heart Failure,1,,13.0055924,,12.80081925
2017,S08000016,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000016,,75plus years,,Males,,Heart Failure,6,,117.0503316,,147.9416036
2017,S08000016,,75plus years,,Females,,Heart Failure,8,,116.6520852,,114.1853129
2017,S08000017,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000017,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000017,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000017,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000017,,65-74 years,,Males,,Heart Failure,1,,9.902951079,,10.28045069
2017,S08000017,,65-74 years,,Females,,Heart Failure,1,,9.465215334,,9.386762787
2017,S08000017,,75plus years,,Males,,Heart Failure,5,,68.45564074,,94.74264687
2017,S08000017,,75plus years,,Females,,Heart Failure,5,,52.95488244,,55.44466622
2017,S08000019,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000019,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000019,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000019,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000019,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000019,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000019,,75plus years,,Males,,Heart Failure,1,,9.748488984,,9.394302356
2017,S08000019,,75plus years,,Females,,Heart Failure,7,,48.44625926,,48.88457428
2017,S08000020,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000020,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000020,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000020,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000020,,65-74 years,,Males,,Heart Failure,2,,7.006726457,,7.583858516
2017,S08000020,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000020,,75plus years,,Males,,Heart Failure,10,,52.63157895,,61.07081421
2017,S08000020,,75plus years,,Females,,Heart Failure,26,,97.79583239,,95.37402668
2017,S08000022,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000022,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000022,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000022,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000022,,65-74 years,,Males,,Heart Failure,1,,4.95049505,,5.196883948
2017,S08000022,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000022,,75plus years,,Males,,Heart Failure,6,,45.49590537,,55.83299229
2017,S08000022,,75plus years,,Females,,Heart Failure,11,,60.2442631,,58.48412798
2017,S08000024,,0-44 years,,Males,,Heart Failure,1,,0.387882549,,0.452333134
2017,S08000024,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000024,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000024,,45-64 years,,Females,,Heart Failure,1,,0.868161061,,0.940535431
2017,S08000024,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000024,,65-74 years,,Females,,Heart Failure,2,,4.745746625,,4.756961239
2017,S08000024,,75plus years,,Males,,Heart Failure,13,,50.19886473,,54.03045028
2017,S08000024,,75plus years,,Females,,Heart Failure,25,,65.6288557,,61.88453717
2017,S08000025,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000025,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000025,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000025,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000025,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000025,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000025,,75plus years,,Males,,Heart Failure,,c,,c,154.3209877
2017,S08000025,,75plus years,,Females,,Heart Failure,,c,,c,79.13896803
2017,S08000026,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000026,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000026,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000026,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000026,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000026,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000026,,75plus years,,Males,,Heart Failure,0,,0,,0
2017,S08000026,,75plus years,,Females,,Heart Failure,,c,,c,180.291625
2017,S08000028,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000028,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000028,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000028,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000028,,65-74 years,,Males,,Heart Failure,0,,0,,0
2017,S08000028,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000028,,75plus years,,Males,,Heart Failure,,c,,c,75.07507508
2017,S08000028,,75plus years,,Females,,Heart Failure,,c,,c,47.89272031
2017,S08000029,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000029,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000029,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000029,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000029,,65-74 years,,Males,,Heart Failure,2,,9.863878477,,9.874275328
2017,S08000029,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000029,,75plus years,,Males,,Heart Failure,13,,96.58964262,,123.3100571
2017,S08000029,,75plus years,,Females,,Heart Failure,7,,37.57380569,,36.30894068
2017,S08000030,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000030,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000030,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000030,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000030,,65-74 years,,Males,,Heart Failure,1,,4.438723423,,4.60042968
2017,S08000030,,65-74 years,,Females,,Heart Failure,0,,0,,0
2017,S08000030,,75plus years,,Males,,Heart Failure,15,,90.42136355,,100.2788393
2017,S08000030,,75plus years,,Females,,Heart Failure,14,,59.30695586,,51.82192169
2017,S08000031,,0-44 years,,Males,,Heart Failure,0,,0,,0
2017,S08000031,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000031,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000031,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000031,,65-74 years,,Males,,Heart Failure,3,,6.126324818,,6.504149647
2017,S08000031,,65-74 years,,Females,,Heart Failure,1,,1.814190599,,1.76574928
2017,S08000031,,75plus years,,Males,,Heart Failure,14,,41.58868788,,49.1127231
2017,S08000031,,75plus years,,Females,,Heart Failure,24,,44.30496585,,41.74058959
2017,S08000032,,0-44 years,,Males,,Heart Failure,1,,0.572540937,,0.638255193
2017,S08000032,,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S08000032,,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S08000032,,45-64 years,,Females,,Heart Failure,0,,0,,0
2017,S08000032,,65-74 years,,Males,,Heart Failure,2,,6.353643815,,6.386026518
2017,S08000032,,65-74 years,,Females,,Heart Failure,3,,8.483443147,,8.785802144
2017,S08000032,,75plus years,,Males,,Heart Failure,6,,29.72062611,,33.93537066
2017,S08000032,,75plus years,,Females,,Heart Failure,16,,52.48999409,,54.24063409
2017,S92000003,d,0-44 years,,Males,,Heart Failure,2,,0.136921029,,0.159270223
2017,S92000003,d,0-44 years,,Females,,Heart Failure,0,,0,,0
2017,S92000003,d,45-64 years,,Males,,Heart Failure,0,,0,,0
2017,S92000003,d,45-64 years,,Females,,Heart Failure,1,,0.129427555,,0.133915583
2017,S92000003,d,65-74 years,,Males,,Heart Failure,13,,4.819705924,,4.95823292
