FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDischargesQF,CrudeRate,CrudeRateQF,EASR
2021/22,S08000031,,All,d,75plus years,,Males,,Angina,164,,464.3393075,,455.9079017
2021/22,S08000031,,All,d,75plus years,,Females,,Angina,165,,306.020253,,293.7261125
2021/22,S08000032,,All,d,0-44 years,,Males,,Angina,8,,4.577680375,,4.838700531
2021/22,S08000032,,All,d,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000032,,All,d,45-64 years,,Males,,Angina,251,,274.9238757,,263.6997166
2021/22,S08000032,,All,d,45-64 years,,Females,,Angina,121,,122.9987294,,120.8088265
2021/22,S08000032,,All,d,65-74 years,,Males,,Angina,182,,542.2961175,,542.4385507
2021/22,S08000032,,All,d,65-74 years,,Females,,Angina,83,,219.3504057,,219.4086483
2021/22,S08000032,,All,d,75plus years,,Males,,Angina,171,,774.7723257,,757.6934756
2021/22,S08000032,,All,d,75plus years,,Females,,Angina,131,,413.9674514,,405.4145572
2021/22,S92000003,d,All,d,0-44 years,,Males,,Angina,91,,6.198340071,,6.704412716
2021/22,S92000003,d,All,d,0-44 years,,Females,,Angina,23,,1.588640255,,1.717829163
2021/22,S92000003,d,All,d,45-64 years,,Males,,Angina,1231,,171.0468176,,163.968453
2021/22,S92000003,d,All,d,45-64 years,,Females,,Angina,722,,93.7128053,,90.41830508
2021/22,S92000003,d,All,d,65-74 years,,Males,,Angina,1161,,407.9968794,,407.3783646
2021/22,S92000003,d,All,d,65-74 years,,Females,,Angina,589,,189.3787156,,188.9230205
2021/22,S92000003,d,All,d,75plus years,,Males,,Angina,1267,,632.9303627,,631.8930481
2021/22,S92000003,d,All,d,75plus years,,Females,,Angina,965,,346.9937397,,339.8755818
2021/22,S08000015,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000015,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000015,,Elective,,45-64 years,,Males,,Angina,6,,11.89720812,,11.5050609
2021/22,S08000015,,Elective,,45-64 years,,Females,,Angina,5,,8.809796494,,8.084843321
2021/22,S08000015,,Elective,,65-74 years,,Males,,Angina,9,,39.43217666,,38.99367253
2021/22,S08000015,,Elective,,65-74 years,,Females,,Angina,2,,7.950705625,,7.947168409
2021/22,S08000015,,Elective,,75plus years,,Males,,Angina,1,,6.152331734,,5.748117492
2021/22,S08000015,,Elective,,75plus years,,Females,,Angina,2,,9.092148929,,9.088151967
2021/22,S08000016,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000016,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000016,,Elective,,45-64 years,,Males,,Angina,3,,17.61390324,,16.11873052
2021/22,S08000016,,Elective,,45-64 years,,Females,,Angina,1,,5.540780142,,5.627416775
2021/22,S08000016,,Elective,,65-74 years,,Males,,Angina,6,,74.11982705,,75.53520904
2021/22,S08000016,,Elective,,65-74 years,,Females,,Angina,1,,12.01489847,,12.72927154
2021/22,S08000016,,Elective,,75plus years,,Males,,Angina,3,,51.42269455,,47.7128987
2021/22,S08000016,,Elective,,75plus years,,Females,,Angina,2,,27.01607456,,29.06765497
2021/22,S08000017,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000017,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000017,,Elective,,45-64 years,,Males,,Angina,1,,4.773725415,,3.936969124
2021/22,S08000017,,Elective,,45-64 years,,Females,,Angina,0,,0,,0
2021/22,S08000017,,Elective,,65-74 years,,Males,,Angina,0,,0,,0
2021/22,S08000017,,Elective,,65-74 years,,Females,,Angina,2,,18.27819411,,18.26976377
2021/22,S08000017,,Elective,,75plus years,,Males,,Angina,0,,0,,0
2021/22,S08000017,,Elective,,75plus years,,Females,,Angina,0,,0,,0
2021/22,S08000019,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000019,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000019,,Elective,,45-64 years,,Males,,Angina,3,,7.038453417,,6.703447978
2021/22,S08000019,,Elective,,45-64 years,,Females,,Angina,2,,4.443950672,,4.393423777
2021/22,S08000019,,Elective,,65-74 years,,Males,,Angina,6,,37.22777192,,37.85858141
2021/22,S08000019,,Elective,,65-74 years,,Females,,Angina,1,,5.661231884,,5.951704622
2021/22,S08000019,,Elective,,75plus years,,Males,,Angina,2,,17.61338617,,16.47510168
2021/22,S08000019,,Elective,,75plus years,,Females,,Angina,0,,0,,0
2021/22,S08000020,,Elective,,0-44 years,,Males,,Angina,1,,0.619666991,,0.664324448
2021/22,S08000020,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000020,,Elective,,45-64 years,,Males,,Angina,33,,42.15474624,,41.70639739
2021/22,S08000020,,Elective,,45-64 years,,Females,,Angina,11,,13.75034376,,13.21092806
2021/22,S08000020,,Elective,,65-74 years,,Males,,Angina,37,,120.0363353,,120.4668752
2021/22,S08000020,,Elective,,65-74 years,,Females,,Angina,10,,30.89471083,,30.57263112
2021/22,S08000020,,Elective,,75plus years,,Males,,Angina,27,,128.9521444,,124.3057813
2021/22,S08000020,,Elective,,75plus years,,Females,,Angina,10,,35.2584444,,37.18662654
2021/22,S08000022,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000022,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000022,,Elective,,45-64 years,,Males,,Angina,5,,10.89870741,,9.886948061
2021/22,S08000022,,Elective,,45-64 years,,Females,,Angina,2,,4.06239844,,3.630483353
2021/22,S08000022,,Elective,,65-74 years,,Males,,Angina,6,,28.57823291,,28.56338876
2021/22,S08000022,,Elective,,65-74 years,,Females,,Angina,5,,22.59989152,,23.17080128
2021/22,S08000022,,Elective,,75plus years,,Males,,Angina,2,,13.18826245,,12.47038284
2021/22,S08000022,,Elective,,75plus years,,Females,,Angina,3,,15.21529644,,14.72431279
2021/22,S08000024,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000024,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000024,,Elective,,45-64 years,,Males,,Angina,12,,10.59986397,,10.43500953
2021/22,S08000024,,Elective,,45-64 years,,Females,,Angina,8,,6.802952481,,6.659036463
2021/22,S08000024,,Elective,,65-74 years,,Males,,Angina,13,,32.20851296,,32.2187649
2021/22,S08000024,,Elective,,65-74 years,,Females,,Angina,7,,15.70950874,,15.61769001
2021/22,S08000024,,Elective,,75plus years,,Males,,Angina,6,,21.09778825,,20.56031679
2021/22,S08000024,,Elective,,75plus years,,Females,,Angina,1,,2.487438436,,2.805304831
2021/22,S08000025,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000025,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000025,,Elective,,45-64 years,,Males,,Angina,,c,,c,26.23347795
2021/22,S08000025,,Elective,,45-64 years,,Females,,Angina,,c,,c,28.2665536
2021/22,S08000025,,Elective,,65-74 years,,Males,,Angina,,c,,c,340.2182923
2021/22,S08000025,,Elective,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000025,,Elective,,75plus years,,Males,,Angina,0,,0,,0
2021/22,S08000025,,Elective,,75plus years,,Females,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,45-64 years,,Males,,Angina,,c,,c,115.4527392
2021/22,S08000026,,Elective,,45-64 years,,Females,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,65-74 years,,Males,,Angina,,c,,c,147.968792
2021/22,S08000026,,Elective,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,75plus years,,Males,,Angina,0,,0,,0
2021/22,S08000026,,Elective,,75plus years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,45-64 years,,Males,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,45-64 years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,65-74 years,,Males,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,75plus years,,Males,,Angina,0,,0,,0
2021/22,S08000028,,Elective,,75plus years,,Females,,Angina,0,,0,,0
2021/22,S08000029,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000029,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000029,,Elective,,45-64 years,,Males,,Angina,11,,21.82582988,,21.23711434
2021/22,S08000029,,Elective,,45-64 years,,Females,,Angina,5,,9.326096283,,8.655687712
2021/22,S08000029,,Elective,,65-74 years,,Males,,Angina,14,,66.79389313,,65.8342309
2021/22,S08000029,,Elective,,65-74 years,,Females,,Angina,5,,21.67316862,,20.97090173
2021/22,S08000029,,Elective,,75plus years,,Males,,Angina,6,,39.55174687,,37.77585951
2021/22,S08000029,,Elective,,75plus years,,Females,,Angina,3,,14.840465,,14.50081066
2021/22,S08000030,,Elective,,0-44 years,,Males,,Angina,2,,1.852452184,,2.163825836
2021/22,S08000030,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000030,,Elective,,45-64 years,,Males,,Angina,24,,44.5178164,,40.78556098
2021/22,S08000030,,Elective,,45-64 years,,Females,,Angina,12,,20.73828287,,19.21359928
2021/22,S08000030,,Elective,,65-74 years,,Males,,Angina,20,,84.86082824,,84.83008402
2021/22,S08000030,,Elective,,65-74 years,,Females,,Angina,9,,35.18648839,,35.8838622
2021/22,S08000030,,Elective,,75plus years,,Males,,Angina,25,,138.688561,,137.5215846
2021/22,S08000030,,Elective,,75plus years,,Females,,Angina,4,,16.30456936,,18.65649887
2021/22,S08000031,,Elective,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000031,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000031,,Elective,,45-64 years,,Males,,Angina,6,,4.138187888,,4.047846259
2021/22,S08000031,,Elective,,45-64 years,,Females,,Angina,4,,2.488722974,,2.469478564
2021/22,S08000031,,Elective,,65-74 years,,Males,,Angina,2,,3.841868685,,3.849038003
2021/22,S08000031,,Elective,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000031,,Elective,,75plus years,,Males,,Angina,2,,5.662674481,,6.908601874
2021/22,S08000031,,Elective,,75plus years,,Females,,Angina,3,,5.5640046,,5.640026912
2021/22,S08000032,,Elective,,0-44 years,,Males,,Angina,1,,0.572210047,,0.578975098
2021/22,S08000032,,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000032,,Elective,,45-64 years,,Males,,Angina,37,,40.52662709,,39.48918515
2021/22,S08000032,,Elective,,45-64 years,,Females,,Angina,30,,30.49555273,,29.76330633
2021/22,S08000032,,Elective,,65-74 years,,Males,,Angina,46,,137.0638539,,137.0143761
2021/22,S08000032,,Elective,,65-74 years,,Females,,Angina,17,,44.92719152,,44.92580058
2021/22,S08000032,,Elective,,75plus years,,Males,,Angina,22,,99.67831091,,96.85491768
2021/22,S08000032,,Elective,,75plus years,,Females,,Angina,7,,22.12039817,,22.69263231
2021/22,S92000003,d,Elective,,0-44 years,,Males,,Angina,4,,0.272454509,,0.297902839
2021/22,S92000003,d,Elective,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S92000003,d,Elective,,45-64 years,,Males,,Angina,146,,20.286625,,19.48392434
2021/22,S92000003,d,Elective,,45-64 years,,Females,,Angina,81,,10.51348647,,10.10004467
2021/22,S92000003,d,Elective,,65-74 years,,Males,,Angina,166,,58.33547113,,58.36057589
2021/22,S92000003,d,Elective,,65-74 years,,Females,,Angina,59,,18.97002415,,18.96862226
2021/22,S92000003,d,Elective,,75plus years,,Males,,Angina,96,,47.95683885,,46.65308205
2021/22,S92000003,d,Elective,,75plus years,,Females,,Angina,35,,12.58526517,,13.15782882
2021/22,S08000015,,Emergency,,0-44 years,,Males,,Angina,8,,9.177890462,,10.71253587
2021/22,S08000015,,Emergency,,0-44 years,,Females,,Angina,4,,4.539934398,,4.958689281
2021/22,S08000015,,Emergency,,45-64 years,,Males,,Angina,118,,233.9784264,,218.5814569
2021/22,S08000015,,Emergency,,45-64 years,,Females,,Angina,101,,177.9578892,,170.3983124
2021/22,S08000015,,Emergency,,65-74 years,,Males,,Angina,145,,635.2961795,,631.2087575
2021/22,S08000015,,Emergency,,65-74 years,,Females,,Angina,74,,294.1761081,,293.2136547
2021/22,S08000015,,Emergency,,75plus years,,Males,,Angina,141,,867.4787745,,872.7824166
2021/22,S08000015,,Emergency,,75plus years,,Females,,Angina,127,,577.351457,,570.0203834
2021/22,S08000016,,Emergency,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000016,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000016,,Emergency,,45-64 years,,Males,,Angina,9,,52.84170972,,50.59788588
2021/22,S08000016,,Emergency,,45-64 years,,Females,,Angina,10,,55.40780142,,51.75929797
2021/22,S08000016,,Emergency,,65-74 years,,Males,,Angina,12,,148.2396541,,149.6893287
2021/22,S08000016,,Emergency,,65-74 years,,Females,,Angina,7,,84.10428932,,86.27898489
2021/22,S08000016,,Emergency,,75plus years,,Males,,Angina,18,,308.5361673,,317.4273464
2021/22,S08000016,,Emergency,,75plus years,,Females,,Angina,8,,108.0642983,,104.9608229
2021/22,S08000017,,Emergency,,0-44 years,,Males,,Angina,4,,12.16212107,,14.75776304
2021/22,S08000017,,Emergency,,0-44 years,,Females,,Angina,2,,6.119389285,,6.768442606
2021/22,S08000017,,Emergency,,45-64 years,,Males,,Angina,31,,147.9854879,,135.9819833
2021/22,S08000017,,Emergency,,45-64 years,,Females,,Angina,13,,57.24854677,,52.36630241
2021/22,S08000017,,Emergency,,65-74 years,,Males,,Angina,29,,277.4854081,,279.3107863
2021/22,S08000017,,Emergency,,65-74 years,,Females,,Angina,20,,182.7819411,,182.0743618
2021/22,S08000017,,Emergency,,75plus years,,Males,,Angina,35,,433.812593,,447.6977632
2021/22,S08000017,,Emergency,,75plus years,,Females,,Angina,18,,178.2001782,,171.463516
2021/22,S08000019,,Emergency,,0-44 years,,Males,,Angina,3,,3.80527157,,4.21598876
2021/22,S08000019,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000019,,Emergency,,45-64 years,,Males,,Angina,34,,79.76913873,,77.79834985
2021/22,S08000019,,Emergency,,45-64 years,,Females,,Angina,27,,59.99333407,,59.01764795
2021/22,S08000019,,Emergency,,65-74 years,,Males,,Angina,26,,161.320345,,161.9686209
2021/22,S08000019,,Emergency,,65-74 years,,Females,,Angina,26,,147.192029,,148.9551851
2021/22,S08000019,,Emergency,,75plus years,,Males,,Angina,50,,440.3346543,,456.4062292
2021/22,S08000019,,Emergency,,75plus years,,Females,,Angina,31,,200.1549587,,193.7262549
2021/22,S08000020,,Emergency,,0-44 years,,Males,,Angina,7,,4.337668937,,4.42337418
2021/22,S08000020,,Emergency,,0-44 years,,Females,,Angina,4,,2.591009198,,2.772678031
2021/22,S08000020,,Emergency,,45-64 years,,Males,,Angina,59,,75.36757661,,73.42956455
2021/22,S08000020,,Emergency,,45-64 years,,Females,,Angina,38,,47.50118753,,46.60006503
2021/22,S08000020,,Emergency,,65-74 years,,Males,,Angina,48,,155.7228134,,155.0943539
2021/22,S08000020,,Emergency,,65-74 years,,Females,,Angina,32,,98.86307464,,98.80706733
2021/22,S08000020,,Emergency,,75plus years,,Males,,Angina,66,,315.216353,,315.2953039
2021/22,S08000020,,Emergency,,75plus years,,Females,,Angina,48,,169.2405331,,169.3501751
2021/22,S08000022,,Emergency,,0-44 years,,Males,,Angina,5,,6.427065659,,6.900268599
2021/22,S08000022,,Emergency,,0-44 years,,Females,,Angina,2,,2.725761169,,2.807051313
2021/22,S08000022,,Emergency,,45-64 years,,Males,,Angina,35,,76.29095189,,69.58899412
2021/22,S08000022,,Emergency,,45-64 years,,Females,,Angina,41,,83.27916802,,78.64012101
2021/22,S08000022,,Emergency,,65-74 years,,Males,,Angina,43,,204.8106692,,203.6800741
2021/22,S08000022,,Emergency,,65-74 years,,Females,,Angina,35,,158.1992406,,157.5887675
2021/22,S08000022,,Emergency,,75plus years,,Males,,Angina,57,,375.8654797,,371.1147245
2021/22,S08000022,,Emergency,,75plus years,,Females,,Angina,42,,213.0141502,,211.838234
2021/22,S08000024,,Emergency,,0-44 years,,Males,,Angina,6,,2.269460625,,2.546151605
2021/22,S08000024,,Emergency,,0-44 years,,Females,,Angina,1,,0.373743754,,0.427312861
2021/22,S08000024,,Emergency,,45-64 years,,Males,,Angina,51,,45.04942187,,44.97344071
2021/22,S08000024,,Emergency,,45-64 years,,Females,,Angina,31,,26.36144087,,25.90476847
2021/22,S08000024,,Emergency,,65-74 years,,Males,,Angina,62,,153.609831,,153.224593
2021/22,S08000024,,Emergency,,65-74 years,,Females,,Angina,24,,53.86117283,,54.01471779
2021/22,S08000024,,Emergency,,75plus years,,Males,,Angina,73,,256.689757,,255.0016451
2021/22,S08000024,,Emergency,,75plus years,,Females,,Angina,66,,164.1709368,,157.654206
2021/22,S08000025,,Emergency,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000025,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000025,,Emergency,,45-64 years,,Males,,Angina,,c,,c,163.5609557
2021/22,S08000025,,Emergency,,45-64 years,,Females,,Angina,,c,,c,28.2665536
2021/22,S08000025,,Emergency,,65-74 years,,Males,,Angina,,c,,c,276.607258
2021/22,S08000025,,Emergency,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000025,,Emergency,,75plus years,,Males,,Angina,,c,,c,424.7456125
2021/22,S08000025,,Emergency,,75plus years,,Females,,Angina,,c,,c,145.71949
2021/22,S08000026,,Emergency,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000026,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000026,,Emergency,,45-64 years,,Males,,Angina,,c,,c,149.6192562
2021/22,S08000026,,Emergency,,45-64 years,,Females,,Angina,,c,,c,121.0775906
2021/22,S08000026,,Emergency,,65-74 years,,Males,,Angina,,c,,c,279.5342419
2021/22,S08000026,,Emergency,,65-74 years,,Females,,Angina,,c,,c,373.9149865
2021/22,S08000026,,Emergency,,75plus years,,Males,,Angina,,c,,c,205.9727336
2021/22,S08000026,,Emergency,,75plus years,,Females,,Angina,,c,,c,320.1838658
2021/22,S08000028,,Emergency,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000028,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Emergency,,45-64 years,,Males,,Angina,,c,,c,95.04702896
2021/22,S08000028,,Emergency,,45-64 years,,Females,,Angina,,c,,c,48.43040845
2021/22,S08000028,,Emergency,,65-74 years,,Males,,Angina,,c,,c,317.7879339
2021/22,S08000028,,Emergency,,65-74 years,,Females,,Angina,0,,0,,0
2021/22,S08000028,,Emergency,,75plus years,,Males,,Angina,,c,,c,487.4041208
2021/22,S08000028,,Emergency,,75plus years,,Females,,Angina,,c,,c,191.3254467
2021/22,S08000029,,Emergency,,0-44 years,,Males,,Angina,7,,7.326544069,,8.531832998
2021/22,S08000029,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000029,,Emergency,,45-64 years,,Males,,Angina,78,,154.7649755,,147.6618097
2021/22,S08000029,,Emergency,,45-64 years,,Females,,Angina,53,,98.8566206,,94.27920655
2021/22,S08000029,,Emergency,,65-74 years,,Males,,Angina,57,,271.9465649,,272.2341116
2021/22,S08000029,,Emergency,,65-74 years,,Females,,Angina,36,,156.046814,,150.895748
2021/22,S08000029,,Emergency,,75plus years,,Males,,Angina,71,,468.0290046,,471.7397919
2021/22,S08000029,,Emergency,,75plus years,,Females,,Angina,85,,420.4798417,,418.2775869
2021/22,S08000030,,Emergency,,0-44 years,,Males,,Angina,3,,2.778678275,,3.033805385
2021/22,S08000030,,Emergency,,0-44 years,,Females,,Angina,1,,0.941575255,,1.085220842
2021/22,S08000030,,Emergency,,45-64 years,,Males,,Angina,64,,118.7141771,,111.6552677
2021/22,S08000030,,Emergency,,45-64 years,,Females,,Angina,24,,41.47656574,,40.27869788
2021/22,S08000030,,Emergency,,65-74 years,,Males,,Angina,38,,161.2355737,,162.7945255
2021/22,S08000030,,Emergency,,65-74 years,,Females,,Angina,10,,39.09609821,,38.66759651
2021/22,S08000030,,Emergency,,75plus years,,Males,,Angina,85,,471.5411073,,470.2303824
2021/22,S08000030,,Emergency,,75plus years,,Females,,Angina,43,,175.2741206,,169.520992
2021/22,S08000031,,Emergency,,0-44 years,,Males,,Angina,11,,3.190310736,,3.159257402
2021/22,S08000031,,Emergency,,0-44 years,,Females,,Angina,3,,0.896681382,,0.912149764
2021/22,S08000031,,Emergency,,45-64 years,,Males,,Angina,100,,68.96979813,,66.28187819
2021/22,S08000031,,Emergency,,45-64 years,,Females,,Angina,56,,34.84212164,,32.84668355
2021/22,S08000031,,Emergency,,65-74 years,,Males,,Angina,94,,180.5678282,,181.297443
2021/22,S08000031,,Emergency,,65-74 years,,Females,,Angina,43,,73.29378878,,73.29559784
2021/22,S08000031,,Emergency,,75plus years,,Males,,Angina,76,,215.1816303,,209.7621049
2021/22,S08000031,,Emergency,,75plus years,,Females,,Angina,78,,144.6641196,,139.6229921
2021/22,S08000032,,Emergency,,0-44 years,,Males,,Angina,3,,1.716630141,,1.823078259
2021/22,S08000032,,Emergency,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000032,,Emergency,,45-64 years,,Males,,Angina,100,,109.5314246,,105.2014372
2021/22,S08000032,,Emergency,,45-64 years,,Females,,Angina,47,,47.77636595,,46.24434131
2021/22,S08000032,,Emergency,,65-74 years,,Males,,Angina,72,,214.5347278,,214.9006932
2021/22,S08000032,,Emergency,,65-74 years,,Females,,Angina,39,,103.0682629,,103.1537542
2021/22,S08000032,,Emergency,,75plus years,,Males,,Angina,70,,317.158262,,317.4354258
2021/22,S08000032,,Emergency,,75plus years,,Females,,Angina,68,,214.8838679,,208.9282217
2021/22,S92000003,d,Emergency,,0-44 years,,Males,,Angina,57,,3.882476748,,4.188937061
2021/22,S92000003,d,Emergency,,0-44 years,,Females,,Angina,17,,1.174212363,,1.271841112
2021/22,S92000003,d,Emergency,,45-64 years,,Males,,Angina,692,,96.15304452,,92.34336535
2021/22,S92000003,d,Emergency,,45-64 years,,Females,,Angina,448,,58.14866589,,56.00927142
2021/22,S92000003,d,Emergency,,65-74 years,,Males,,Angina,640,,224.9078405,,224.5044452
2021/22,S92000003,d,Emergency,,65-74 years,,Females,,Angina,351,,112.8555674,,112.5320767
2021/22,S92000003,d,Emergency,,75plus years,,Males,,Angina,756,,377.6601059,,377.4110292
2021/22,S92000003,d,Emergency,,75plus years,,Females,,Angina,624,,224.3772991,,219.7870774
2021/22,S08000015,,Transfer,,0-44 years,,Males,,Angina,1,,1.147236308,,1.40291807
2021/22,S08000015,,Transfer,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000015,,Transfer,,45-64 years,,Males,,Angina,24,,47.58883249,,46.87327363
2021/22,S08000015,,Transfer,,45-64 years,,Females,,Angina,24,,42.28702317,,40.94557708
2021/22,S08000015,,Transfer,,65-74 years,,Males,,Angina,33,,144.5846477,,142.1394149
2021/22,S08000015,,Transfer,,65-74 years,,Females,,Angina,20,,79.50705625,,80.02606838
2021/22,S08000015,,Transfer,,75plus years,,Males,,Angina,41,,252.2456011,,265.8541216
2021/22,S08000015,,Transfer,,75plus years,,Females,,Angina,25,,113.6518616,,111.6334564
2021/22,S08000016,,Transfer,,0-44 years,,Males,,Angina,0,,0,,0
2021/22,S08000016,,Transfer,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000016,,Transfer,,45-64 years,,Males,,Angina,5,,29.3565054,,26.59191261
2021/22,S08000016,,Transfer,,45-64 years,,Females,,Angina,8,,44.32624113,,41.83799764
2021/22,S08000016,,Transfer,,65-74 years,,Males,,Angina,15,,185.2995676,,183.3136652
2021/22,S08000016,,Transfer,,65-74 years,,Females,,Angina,5,,60.07449237,,62.23339975
2021/22,S08000016,,Transfer,,75plus years,,Males,,Angina,28,,479.9451491,,476.6109683
2021/22,S08000016,,Transfer,,75plus years,,Females,,Angina,6,,81.04822369,,73.62867697
2021/22,S08000017,,Transfer,,0-44 years,,Males,,Angina,3,,9.121590805,,11.47164864
2021/22,S08000017,,Transfer,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000017,,Transfer,,45-64 years,,Males,,Angina,12,,57.28470498,,49.97024213
2021/22,S08000017,,Transfer,,45-64 years,,Females,,Angina,6,,26.4224062,,24.95982733
2021/22,S08000017,,Transfer,,65-74 years,,Males,,Angina,11,,105.2530858,,105.8691033
2021/22,S08000017,,Transfer,,65-74 years,,Females,,Angina,10,,91.39097057,,90.72554299
2021/22,S08000017,,Transfer,,75plus years,,Males,,Angina,20,,247.8929103,,272.2721833
2021/22,S08000017,,Transfer,,75plus years,,Females,,Angina,5,,49.5000495,,47.53750228
2021/22,S08000019,,Transfer,,0-44 years,,Males,,Angina,2,,2.536847713,,2.86000286
2021/22,S08000019,,Transfer,,0-44 years,,Females,,Angina,0,,0,,0
2021/22,S08000019,,Transfer,,45-64 years,,Males,,Angina,34,,79.76913873,,76.66590871
2021/22,S08000019,,Transfer,,45-64 years,,Females,,Angina,17,,37.77358071,,36.65167384
2021/22,S08000019,,Transfer,,65-74 years,,Males,,Angina,21,,130.2972017,,129.3771871
2021/22,S08000019,,Transfer,,65-74 years,,Females,,Angina,14,,79.25724638,,81.00821067
2021/22,S08000019,,Transfer,,75plus years,,Males,,Angina,40,,352.2677235,,376.9300164
2021/22,S08000019,,Transfer,,75plus years,,Females,,Angina,19,,122.6756198,,117.8178808
2021/22,S08000020,,Transfer,,0-44 years,,Males,,Angina,2,,1.239333982,,1.328648897
2021/22,S08000020,,Transfer,,0-44 years,,Females,,Angina,1,,0.6477523,,0.693169508
2021/22,S08000020,,Transfer,,45-64 years,,Males,,Angina,12,,15.32899863,,14.71622693
2021/22,S08000020,,Transfer,,45-64 years,,Females,,Angina,8,,10.00025001,,10.03198915
2021/22,S08000020,,Transfer,,65-74 years,,Males,,Angina,13,,42.17492863,,42.755413
2021/22,S08000020,,Transfer,,65-74 years,,Females,,Angina,7,,21.62629758,,21.53790162
2021/22,S08000020,,Transfer,,75plus years,,Males,,Angina,8,,38.20804279,,36.36298225
2021/22,S08000020,,Transfer,,75plus years,,Females,,Angina,5,,17.6292222,,16.36409334
2021/22,S08000022,,Transfer,,0-44 years,,Males,,Angina,7,,8.997891922,,9.886766261
2021/22,S08000022,,Transfer,,0-44 years,,Females,,Angina,3,,4.088641753,,4.210576969
2021/22,S08000022,,Transfer,,45-64 years,,Males,,Angina,17,,37.05560521,,32.22935958
2021/22,S08000022,,Transfer,,45-64 years,,Females,,Angina,24,,48.74878128,,46.5423504
2021/22,S08000022,,Transfer,,65-74 years,,Males,,Angina,39,,185.7585139,,183.467287
2021/22,S08000022,,Transfer,,65-74 years,,Females,,Angina,18,,81.35960947,,80.57399906
2021/22,S08000022,,Transfer,,75plus years,,Males,,Angina,28,,184.6356742,,181.3665437
2021/22,S08000022,,Transfer,,75plus years,,Females,,Angina,21,,106.5070751,,103.2961002
